TeamID,Season,Wins,Losses,WinRatio
3375,2016,13,15,0.464
3376,2016,30,1,0.968
3377,2016,25,6,0.806
3378,2016,23,9,0.719
3379,2016,13,16,0.448
3380,2016,17,11,0.607
3381,2016,4,24,0.143
3382,2016,23,7,0.767
3383,2016,7,22,0.241
3384,2016,13,17,0.433
3385,2016,23,9,0.719
3386,2016,14,15,0.483
3387,2016,23,7,0.767
3388,2016,24,7,0.774
3389,2016,4,25,0.138
3390,2016,24,7,0.774
3391,2016,16,11,0.593
3392,2016,16,14,0.533
3393,2016,25,7,0.781
3394,2016,8,19,0.296
3395,2016,16,14,0.533
3396,2016,20,11,0.645
3397,2016,19,13,0.594
3398,2016,10,18,0.357
3399,2016,10,19,0.345
3400,2016,28,4,0.875
3401,2016,21,9,0.7
3402,2016,10,19,0.345
3403,2016,13,18,0.419
3404,2016,21,9,0.7
3405,2016,17,13,0.567
3406,2016,7,24,0.226
3407,2016,18,12,0.6
3408,2016,21,11,0.656
3409,2016,12,19,0.387
3410,2016,16,13,0.552
3411,2016,19,11,0.633
3412,2016,15,16,0.484
3413,2016,18,13,0.581
3414,2016,3,27,0.1
3415,2016,23,8,0.742
3416,2016,7,23,0.233
3417,2016,24,8,0.75
3418,2016,19,10,0.655
3419,2016,8,17,0.32
3420,2016,17,13,0.567
3421,2016,24,5,0.828
3422,2016,6,21,0.222
3423,2016,6,23,0.207
3424,2016,17,14,0.548
3425,2016,18,12,0.6
3426,2016,14,16,0.467
3427,2016,8,19,0.296
3428,2016,16,14,0.533
3429,2016,12,17,0.414
3430,2016,14,15,0.483
3431,2016,25,4,0.862
3432,2016,0,0,
3433,2016,23,9,0.719
3434,2016,7,21,0.25
3435,2016,18,14,0.562
3436,2016,9,21,0.3
3437,2016,19,11,0.633
3438,2016,16,15,0.516
3439,2016,17,13,0.567
3440,2016,0,0,
3441,2016,3,21,0.125
3442,2016,13,15,0.464
3443,2016,23,6,0.793
3444,2016,15,14,0.517
3445,2016,0,0,
3446,2016,0,0,
3447,2016,5,24,0.172
3448,2016,16,15,0.516
3449,2016,22,10,0.688
3450,2016,13,16,0.448
3451,2016,17,11,0.607
3452,2016,24,9,0.727
3453,2016,28,4,0.875
3454,2016,19,12,0.613
3455,2016,8,22,0.267
3456,2016,15,15,0.5
3457,2016,4,26,0.133
3458,2016,7,22,0.241
3459,2016,7,20,0.259
3460,2016,22,10,0.688
3461,2016,12,16,0.429
3462,2016,17,13,0.567
3463,2016,13,17,0.433
3464,2016,17,12,0.586
3465,2016,0,0,
3466,2016,0,0,
3101,2017,19,8,0.704
3102,2017,4,25,0.138
3103,2017,7,21,0.25
3104,2017,19,13,0.594
3105,2017,0,25,0.0
3106,2017,13,16,0.448
3107,2017,20,11,0.645
3108,2017,9,21,0.3
3109,2017,0,0,
3110,2017,15,16,0.484
3111,2017,12,19,0.387
3112,2017,14,16,0.467
3113,2017,19,12,0.613
3114,2017,24,8,0.75
3115,2017,10,18,0.357
3116,2017,13,17,0.433
3117,2017,7,25,0.219
3118,2017,0,0,
3119,2017,21,9,0.7
3120,2017,17,14,0.548
3121,2017,0,0,
3122,2017,12,16,0.429
3123,2017,20,10,0.667
3124,2017,30,3,0.909
3125,2017,26,5,0.839
3126,2017,19,10,0.655
3127,2017,11,17,0.393
3128,2017,0,0,
3129,2017,23,7,0.767
3130,2017,9,21,0.3
3131,2017,13,17,0.433
3132,2017,6,22,0.214
3133,2017,11,19,0.367
3134,2017,0,0,
3135,2017,15,12,0.556
3136,2017,18,14,0.562
3137,2017,27,5,0.844
3138,2017,22,10,0.688
3139,2017,6,25,0.194
3140,2017,20,11,0.645
3141,2017,23,8,0.742
3142,2017,11,18,0.379
3143,2017,19,13,0.594
3144,2017,18,9,0.667
3145,2017,10,21,0.323
3146,2017,22,4,0.846
3147,2017,0,0,
3148,2017,11,20,0.355
3149,2017,15,13,0.536
3150,2017,21,10,0.677
3151,2017,21,10,0.677
3152,2017,0,29,0.0
3153,2017,15,14,0.517
3154,2017,0,0,
3155,2017,15,16,0.484
3156,2017,13,15,0.464
3157,2017,12,15,0.444
3158,2017,9,21,0.3
3159,2017,10,20,0.333
3160,2017,15,15,0.5
3161,2017,22,8,0.733
3162,2017,13,14,0.481
3163,2017,32,0,1.0
3164,2017,8,21,0.276
3165,2017,16,11,0.593
3166,2017,23,7,0.767
3167,2017,13,14,0.481
3168,2017,2,25,0.074
3169,2017,18,14,0.562
3170,2017,9,20,0.31
3171,2017,8,19,0.296
3172,2017,6,23,0.207
3173,2017,22,9,0.71
3174,2017,16,14,0.533
3175,2017,3,27,0.1
3176,2017,6,24,0.2
3177,2017,26,7,0.788
3178,2017,18,14,0.562
3179,2017,27,4,0.871
3180,2017,21,10,0.677
3181,2017,27,5,0.844
3182,2017,18,15,0.545
3183,2017,7,19,0.269
3184,2017,11,20,0.355
3185,2017,5,25,0.167
3186,2017,17,13,0.567
3187,2017,10,19,0.345
3188,2017,13,17,0.433
3189,2017,26,6,0.812
3190,2017,16,14,0.533
3191,2017,13,17,0.433
3192,2017,8,21,0.276
3193,2017,17,14,0.548
3194,2017,3,25,0.107
3195,2017,24,8,0.75
3196,2017,15,16,0.484
3197,2017,11,19,0.367
3198,2017,5,24,0.172
3199,2017,25,6,0.806
3200,2017,21,11,0.656
3201,2017,16,15,0.516
3202,2017,11,17,0.393
3203,2017,20,9,0.69
3204,2017,12,17,0.414
3205,2017,9,19,0.321
3206,2017,13,17,0.433
3207,2017,17,12,0.586
3208,2017,16,15,0.516
3209,2017,11,18,0.379
3210,2017,17,14,0.548
3211,2017,26,6,0.812
3212,2017,18,14,0.562
3213,2017,14,12,0.538
3214,2017,20,12,0.625
3215,2017,0,0,
3216,2017,17,14,0.548
3217,2017,20,8,0.714
3218,2017,11,18,0.379
3219,2017,13,15,0.464
3220,2017,13,18,0.419
3221,2017,8,22,0.267
3222,2017,12,19,0.387
3223,2017,4,22,0.154
3224,2017,16,13,0.552
3225,2017,15,14,0.517
3226,2017,18,14,0.562
3227,2017,4,25,0.138
3228,2017,9,22,0.29
3229,2017,8,23,0.258
3230,2017,7,20,0.259
3231,2017,20,10,0.667
3232,2017,12,18,0.4
3233,2017,18,13,0.581
3234,2017,17,13,0.567
3235,2017,18,12,0.6
3236,2017,4,23,0.148
3237,2017,22,8,0.733
3238,2017,8,16,0.333
3239,2017,20,8,0.714
3240,2017,12,15,0.444
3241,2017,24,8,0.75
3242,2017,8,22,0.267
3243,2017,22,10,0.688
3244,2017,10,20,0.333
3245,2017,19,12,0.613
3246,2017,21,10,0.677
3247,2017,17,13,0.567
3248,2017,4,28,0.125
3249,2017,18,7,0.72
3250,2017,9,20,0.31
3251,2017,12,17,0.414
3252,2017,5,24,0.172
3253,2017,22,10,0.688
3254,2017,6,23,0.207
3255,2017,3,25,0.107
3256,2017,17,13,0.567
3257,2017,27,7,0.794
3258,2017,14,16,0.467
3259,2017,11,20,0.355
3260,2017,2,28,0.067
3261,2017,20,11,0.645
3262,2017,2,26,0.071
3263,2017,18,16,0.529
3264,2017,8,22,0.267
3265,2017,15,17,0.469
3266,2017,25,7,0.781
3267,2017,11,17,0.393
3268,2017,30,2,0.938
3269,2017,8,21,0.276
3270,2017,10,17,0.37
3271,2017,12,16,0.429
3272,2017,14,16,0.467
3273,2017,22,6,0.786
3274,2017,23,8,0.742
3275,2017,9,21,0.3
3276,2017,22,9,0.71
3277,2017,21,11,0.656
3278,2017,15,16,0.484
3279,2017,17,13,0.567
3280,2017,29,4,0.879
3281,2017,21,10,0.677
3282,2017,8,19,0.296
3283,2017,15,14,0.517
3284,2017,15,16,0.484
3285,2017,5,23,0.179
3286,2017,23,6,0.793
3287,2017,19,9,0.679
3288,2017,8,21,0.276
3289,2017,0,0,
3290,2017,8,20,0.286
3291,2017,12,18,0.4
3292,2017,21,10,0.677
3293,2017,13,14,0.481
3294,2017,21,8,0.724
3295,2017,4,24,0.143
3296,2017,21,11,0.656
3297,2017,8,22,0.267
3298,2017,22,9,0.71
3299,2017,12,18,0.4
3300,2017,7,20,0.259
3301,2017,22,8,0.733
3302,2017,0,0,
3303,2017,14,15,0.483
3304,2017,7,22,0.241
3305,2017,10,19,0.345
3306,2017,25,5,0.833
3307,2017,14,15,0.483
3308,2017,22,6,0.786
3309,2017,11,15,0.423
3310,2017,8,22,0.267
3311,2017,10,20,0.333
3312,2017,9,19,0.321
3313,2017,13,15,0.464
3314,2017,15,16,0.484
3315,2017,18,10,0.643
3316,2017,7,20,0.259
3317,2017,12,19,0.387
3318,2017,12,19,0.387
3319,2017,8,21,0.276
3320,2017,23,8,0.742
3321,2017,20,11,0.645
3322,2017,9,17,0.346
3323,2017,30,3,0.909
3324,2017,16,12,0.571
3325,2017,22,9,0.71
3326,2017,26,6,0.812
3327,2017,0,0,
3328,2017,22,9,0.71
3329,2017,17,14,0.548
3330,2017,17,14,0.548
3331,2017,13,15,0.464
3332,2017,20,13,0.606
3333,2017,29,4,0.879
3334,2017,8,21,0.276
3335,2017,21,7,0.75
3336,2017,19,10,0.655
3337,2017,7,23,0.233
3338,2017,12,17,0.414
3339,2017,5,24,0.172
3340,2017,15,17,0.469
3341,2017,13,18,0.419
3342,2017,13,18,0.419
3343,2017,16,13,0.552
3344,2017,12,18,0.4
3345,2017,22,12,0.647
3346,2017,27,6,0.818
3347,2017,22,8,0.733
3348,2017,6,23,0.207
3349,2017,17,13,0.567
3350,2017,13,17,0.433
3351,2017,24,8,0.75
3352,2017,21,10,0.677
3353,2017,6,24,0.2
3354,2017,3,23,0.115
3355,2017,22,8,0.733
3356,2017,15,14,0.517
3357,2017,17,14,0.548
3358,2017,3,24,0.111
3359,2017,11,19,0.367
3360,2017,14,16,0.467
3361,2017,9,19,0.321
3362,2017,18,13,0.581
3363,2017,10,21,0.323
3364,2017,16,16,0.5
3365,2017,13,16,0.448
3366,2017,10,19,0.345
3367,2017,6,21,0.222
3368,2017,4,24,0.143
3369,2017,11,17,0.393
3370,2017,15,17,0.469
3371,2017,12,19,0.387
3372,2017,22,7,0.759
3373,2017,14,16,0.467
3374,2017,17,14,0.548
3375,2017,9,20,0.31
3376,2017,27,4,0.871
3377,2017,20,8,0.714
3378,2017,24,8,0.75
3379,2017,22,10,0.688
3380,2017,13,14,0.481
3381,2017,6,23,0.207
3382,2017,9,20,0.31
3383,2017,8,22,0.267
3384,2017,16,14,0.533
3385,2017,20,11,0.645
3386,2017,17,14,0.548
3387,2017,24,8,0.75
3388,2017,20,12,0.625
3389,2017,3,27,0.1
3390,2017,28,5,0.848
3391,2017,23,6,0.793
3392,2017,11,18,0.379
3393,2017,21,10,0.677
3394,2017,11,18,0.379
3395,2017,12,18,0.4
3396,2017,24,7,0.774
3397,2017,19,11,0.633
3398,2017,9,16,0.36
3399,2017,9,20,0.31
3400,2017,23,8,0.742
3401,2017,21,11,0.656
3402,2017,16,13,0.552
3403,2017,14,17,0.452
3404,2017,12,19,0.387
3405,2017,24,8,0.75
3406,2017,12,18,0.4
3407,2017,20,10,0.667
3408,2017,16,14,0.533
3409,2017,10,21,0.323
3410,2017,15,13,0.536
3411,2017,22,9,0.71
3412,2017,14,15,0.483
3413,2017,22,7,0.759
3414,2017,4,26,0.133
3415,2017,16,15,0.516
3416,2017,20,11,0.645
3417,2017,23,8,0.742
3418,2017,18,11,0.621
3419,2017,4,24,0.143
3420,2017,14,15,0.483
3421,2017,18,14,0.562
3422,2017,13,14,0.481
3423,2017,10,20,0.333
3424,2017,21,10,0.677
3425,2017,14,16,0.467
3426,2017,20,8,0.714
3427,2017,13,15,0.464
3428,2017,16,14,0.533
3429,2017,16,14,0.533
3430,2017,7,22,0.241
3431,2017,7,23,0.233
3432,2017,0,0,
3433,2017,16,15,0.516
3434,2017,8,21,0.276
3435,2017,14,16,0.467
3436,2017,9,20,0.31
3437,2017,16,14,0.533
3438,2017,19,12,0.613
3439,2017,17,13,0.567
3440,2017,0,0,
3441,2017,7,22,0.241
3442,2017,24,6,0.8
3443,2017,27,6,0.818
3444,2017,19,13,0.594
3445,2017,0,0,
3446,2017,0,0,
3447,2017,3,25,0.107
3448,2017,15,15,0.5
3449,2017,27,5,0.844
3450,2017,12,19,0.387
3451,2017,11,18,0.379
3452,2017,23,10,0.697
3453,2017,27,5,0.844
3454,2017,20,11,0.645
3455,2017,15,16,0.484
3456,2017,20,11,0.645
3457,2017,1,29,0.033
3458,2017,9,22,0.29
3459,2017,11,17,0.393
3460,2017,22,8,0.733
3461,2017,19,9,0.679
3462,2017,12,18,0.4
3463,2017,15,12,0.556
3464,2017,7,21,0.25
3465,2017,0,0,
3466,2017,0,0,
3101,2018,12,14,0.462
3102,2018,6,24,0.2
3103,2018,8,21,0.276
3104,2018,17,13,0.567
3105,2018,11,18,0.379
3106,2018,7,22,0.241
3107,2018,24,7,0.774
3108,2018,9,18,0.333
3109,2018,0,0,
3110,2018,26,6,0.812
3111,2018,8,23,0.258
3112,2018,6,24,0.2
3113,2018,21,12,0.636
3114,2018,23,9,0.719
3115,2018,6,21,0.222
3116,2018,13,18,0.419
3117,2018,15,15,0.5
3118,2018,0,0,
3119,2018,16,14,0.533
3120,2018,13,15,0.464
3121,2018,0,0,
3122,2018,14,14,0.5
3123,2018,23,6,0.793
3124,2018,31,1,0.969
3125,2018,30,3,0.909
3126,2018,22,6,0.786
3127,2018,18,11,0.621
3128,2018,0,0,
3129,2018,21,9,0.7
3130,2018,7,23,0.233
3131,2018,10,19,0.345
3132,2018,10,19,0.345
3133,2018,12,18,0.4
3134,2018,0,0,
3135,2018,14,12,0.538
3136,2018,9,21,0.3
3137,2018,22,9,0.71
3138,2018,27,5,0.844
3139,2018,15,17,0.469
3140,2018,16,14,0.533
3141,2018,27,4,0.871
3142,2018,16,12,0.571
3143,2018,21,10,0.677
3144,2018,13,15,0.464
3145,2018,10,20,0.333
3146,2018,18,9,0.667
3147,2018,0,0,
3148,2018,7,23,0.233
3149,2018,8,20,0.286
3150,2018,14,16,0.467
3151,2018,17,12,0.586
3152,2018,1,29,0.033
3153,2018,18,12,0.6
3154,2018,0,0,
3155,2018,11,19,0.367
3156,2018,19,11,0.633
3157,2018,15,14,0.517
3158,2018,7,24,0.226
3159,2018,7,23,0.233
3160,2018,14,16,0.467
3161,2018,19,11,0.633
3162,2018,8,21,0.276
3163,2018,32,0,1.0
3164,2018,6,23,0.207
3165,2018,7,20,0.259
3166,2018,18,12,0.6
3167,2018,16,13,0.552
3168,2018,7,21,0.25
3169,2018,18,15,0.545
3170,2018,6,23,0.207
3171,2018,15,12,0.556
3172,2018,12,18,0.4
3173,2018,23,6,0.793
3174,2018,19,12,0.613
3175,2018,6,24,0.2
3176,2018,15,14,0.517
3177,2018,26,7,0.788
3178,2018,2,28,0.067
3179,2018,25,7,0.781
3180,2018,26,7,0.788
3181,2018,22,8,0.733
3182,2018,23,7,0.767
3183,2018,3,26,0.103
3184,2018,7,19,0.269
3185,2018,10,20,0.333
3186,2018,16,14,0.533
3187,2018,16,15,0.516
3188,2018,17,14,0.548
3189,2018,24,7,0.774
3190,2018,19,12,0.613
3191,2018,1,27,0.036
3192,2018,14,15,0.483
3193,2018,13,17,0.433
3194,2018,13,15,0.464
3195,2018,27,4,0.871
3196,2018,11,19,0.367
3197,2018,7,24,0.226
3198,2018,8,21,0.276
3199,2018,25,6,0.806
3200,2018,22,9,0.71
3201,2018,16,14,0.533
3202,2018,14,13,0.519
3203,2018,19,13,0.594
3204,2018,3,25,0.107
3205,2018,16,13,0.552
3206,2018,23,9,0.719
3207,2018,15,15,0.5
3208,2018,25,6,0.806
3209,2018,6,22,0.214
3210,2018,18,13,0.581
3211,2018,27,5,0.844
3212,2018,19,13,0.594
3213,2018,14,14,0.5
3214,2018,18,14,0.562
3215,2018,0,0,
3216,2018,19,13,0.594
3217,2018,18,10,0.643
3218,2018,11,18,0.379
3219,2018,15,14,0.517
3220,2018,11,19,0.367
3221,2018,13,18,0.419
3222,2018,20,11,0.645
3223,2018,6,18,0.25
3224,2018,12,18,0.4
3225,2018,18,13,0.581
3226,2018,19,11,0.633
3227,2018,6,22,0.214
3228,2018,9,22,0.29
3229,2018,14,16,0.467
3230,2018,4,24,0.143
3231,2018,17,14,0.548
3232,2018,10,19,0.345
3233,2018,2,28,0.067
3234,2018,24,7,0.774
3235,2018,14,17,0.452
3236,2018,3,22,0.12
3237,2018,21,9,0.7
3238,2018,12,12,0.5
3239,2018,21,8,0.724
3240,2018,17,12,0.586
3241,2018,21,10,0.677
3242,2018,12,18,0.4
3243,2018,16,15,0.516
3244,2018,6,19,0.24
3245,2018,13,19,0.406
3246,2018,15,17,0.469
3247,2018,8,22,0.267
3248,2018,11,19,0.367
3249,2018,18,7,0.72
3250,2018,14,15,0.483
3251,2018,22,9,0.71
3252,2018,12,19,0.387
3253,2018,8,23,0.258
3254,2018,13,18,0.419
3255,2018,6,23,0.207
3256,2018,18,11,0.621
3257,2018,32,2,0.941
3258,2018,18,11,0.621
3259,2018,9,21,0.3
3260,2018,7,23,0.233
3261,2018,19,9,0.679
3262,2018,3,26,0.103
3263,2018,21,9,0.7
3264,2018,13,18,0.419
3265,2018,20,13,0.606
3266,2018,23,9,0.719
3267,2018,7,20,0.259
3268,2018,25,7,0.781
3269,2018,12,16,0.429
3270,2018,9,18,0.333
3271,2018,9,18,0.333
3272,2018,10,20,0.333
3273,2018,30,2,0.938
3274,2018,21,10,0.677
3275,2018,21,10,0.677
3276,2018,22,9,0.71
3277,2018,17,13,0.567
3278,2018,23,8,0.742
3279,2018,12,19,0.387
3280,2018,32,1,0.97
3281,2018,24,7,0.774
3282,2018,8,19,0.296
3283,2018,19,11,0.633
3284,2018,10,21,0.323
3285,2018,13,17,0.433
3286,2018,14,15,0.483
3287,2018,19,11,0.633
3288,2018,14,15,0.483
3289,2018,0,0,
3290,2018,2,28,0.067
3291,2018,9,20,0.31
3292,2018,18,12,0.6
3293,2018,10,19,0.345
3294,2018,26,6,0.812
3295,2018,6,20,0.231
3296,2018,15,15,0.5
3297,2018,8,22,0.267
3298,2018,24,7,0.774
3299,2018,21,8,0.724
3300,2018,8,21,0.276
3301,2018,24,8,0.75
3302,2018,0,0,
3303,2018,9,16,0.36
3304,2018,21,10,0.677
3305,2018,16,16,0.5
3306,2018,18,12,0.6
3307,2018,22,10,0.688
3308,2018,16,12,0.571
3309,2018,14,15,0.483
3310,2018,13,18,0.419
3311,2018,16,13,0.552
3312,2018,3,26,0.103
3313,2018,18,11,0.621
3314,2018,15,16,0.484
3315,2018,10,18,0.357
3316,2018,10,18,0.357
3317,2018,14,14,0.5
3318,2018,16,14,0.533
3319,2018,6,23,0.207
3320,2018,18,13,0.581
3321,2018,12,20,0.375
3322,2018,3,22,0.12
3323,2018,29,3,0.906
3324,2018,14,16,0.467
3325,2018,15,15,0.5
3326,2018,27,6,0.818
3327,2018,0,0,
3328,2018,16,14,0.533
3329,2018,20,10,0.667
3330,2018,8,23,0.258
3331,2018,15,13,0.536
3332,2018,30,4,0.882
3333,2018,23,7,0.767
3334,2018,14,17,0.452
3335,2018,20,8,0.714
3336,2018,16,15,0.516
3337,2018,10,20,0.333
3338,2018,10,20,0.333
3339,2018,5,23,0.179
3340,2018,17,13,0.567
3341,2018,13,16,0.448
3342,2018,12,18,0.4
3343,2018,24,5,0.828
3344,2018,10,21,0.323
3345,2018,18,13,0.581
3346,2018,27,5,0.844
3347,2018,22,8,0.733
3348,2018,3,26,0.103
3349,2018,22,9,0.71
3350,2018,14,17,0.452
3351,2018,14,17,0.452
3352,2018,24,7,0.774
3353,2018,20,12,0.625
3354,2018,10,18,0.357
3355,2018,25,6,0.806
3356,2018,16,14,0.533
3357,2018,14,17,0.452
3358,2018,2,23,0.08
3359,2018,14,16,0.467
3360,2018,16,15,0.516
3361,2018,10,19,0.345
3362,2018,16,15,0.516
3363,2018,6,23,0.207
3364,2018,12,17,0.414
3365,2018,8,21,0.276
3366,2018,3,25,0.107
3367,2018,8,19,0.296
3368,2018,8,21,0.276
3369,2018,12,17,0.414
3370,2018,18,14,0.562
3371,2018,16,15,0.516
3372,2018,21,6,0.778
3373,2018,17,14,0.548
3374,2018,10,20,0.333
3375,2018,18,12,0.6
3376,2018,26,6,0.812
3377,2018,23,6,0.793
3378,2018,26,7,0.788
3379,2018,13,15,0.464
3380,2018,16,13,0.552
3381,2018,3,27,0.1
3382,2018,8,22,0.267
3383,2018,13,17,0.433
3384,2018,23,9,0.719
3385,2018,16,14,0.533
3386,2018,18,14,0.562
3387,2018,17,15,0.531
3388,2018,20,10,0.667
3389,2018,4,26,0.133
3390,2018,22,10,0.688
3391,2018,15,14,0.517
3392,2018,17,12,0.586
3393,2018,22,8,0.733
3394,2018,15,12,0.556
3395,2018,19,12,0.613
3396,2018,12,19,0.387
3397,2018,24,7,0.774
3398,2018,5,21,0.192
3399,2018,5,22,0.185
3400,2018,26,6,0.812
3401,2018,24,9,0.727
3402,2018,23,9,0.719
3403,2018,7,23,0.233
3404,2018,17,14,0.548
3405,2018,17,14,0.548
3406,2018,9,21,0.3
3407,2018,16,13,0.552
3408,2018,14,17,0.452
3409,2018,10,20,0.333
3410,2018,11,16,0.407
3411,2018,17,12,0.586
3412,2018,24,6,0.8
3413,2018,25,6,0.806
3414,2018,17,13,0.567
3415,2018,11,22,0.333
3416,2018,21,10,0.677
3417,2018,24,7,0.774
3418,2018,17,15,0.531
3419,2018,2,26,0.071
3420,2018,4,26,0.133
3421,2018,16,15,0.516
3422,2018,10,17,0.37
3423,2018,10,19,0.345
3424,2018,19,11,0.633
3425,2018,20,11,0.645
3426,2018,18,12,0.6
3427,2018,8,20,0.286
3428,2018,17,13,0.567
3429,2018,6,23,0.207
3430,2018,9,19,0.321
3431,2018,17,14,0.548
3432,2018,0,0,
3433,2018,7,22,0.241
3434,2018,11,18,0.379
3435,2018,7,24,0.226
3436,2018,7,22,0.241
3437,2018,22,8,0.733
3438,2018,18,13,0.581
3439,2018,18,13,0.581
3440,2018,0,0,
3441,2018,3,25,0.107
3442,2018,19,9,0.679
3443,2018,23,8,0.742
3444,2018,15,15,0.5
3445,2018,0,0,
3446,2018,0,0,
3447,2018,5,23,0.179
3448,2018,14,17,0.452
3449,2018,7,23,0.233
3450,2018,10,20,0.333
3451,2018,18,10,0.643
3452,2018,21,11,0.656
3453,2018,29,3,0.906
3454,2018,20,11,0.645
3455,2018,14,17,0.452
3456,2018,16,14,0.533
3457,2018,2,27,0.069
3458,2018,9,21,0.3
3459,2018,7,20,0.259
3460,2018,21,10,0.677
3461,2018,19,10,0.655
3462,2018,10,20,0.333
3463,2018,15,13,0.536
3464,2018,14,15,0.483
3465,2018,0,0,
3466,2018,0,0,
