TeamID,Season,WinRatio,PPG,AllowedPPG,FGPer,Turnovers,Blocks,Rebounds,Assists,PerFouls
3147,2012,,,,,,,,,
3148,2012,0.448,59.621,60.138,0.407,19.414,4.483,38.793,12.586,18.069
3149,2012,0.5,69.464,70.286,0.405,16.357,2.5,32.107,10.857,16.786
3150,2012,0.536,67.75,64.0,0.428,17.5,5.25,42.143,13.893,15.214
3151,2012,0.71,62.226,57.065,0.384,12.871,2.161,40.613,12.387,12.581
3152,2012,0.179,53.286,69.393,0.338,20.286,2.821,29.679,11.929,13.857
3153,2012,0.517,57.414,56.517,0.405,16.0,3.241,32.655,11.552,14.31
3154,2012,,,,,,,,,
3155,2012,0.214,54.25,65.143,0.371,21.393,6.036,38.536,12.821,17.75
3156,2012,0.345,58.69,69.276,0.367,18.552,3.069,35.276,12.586,16.448
3157,2012,0.375,55.708,61.583,0.371,19.375,3.5,36.625,10.167,18.167
3158,2012,0.241,46.931,56.69,0.296,20.931,4.655,41.448,8.483,15.207
3159,2012,0.276,58.897,65.483,0.37,17.103,3.517,37.172,12.483,17.0
3160,2012,0.581,60.903,58.742,0.396,17.032,3.258,39.935,11.387,16.194
3161,2012,0.414,59.966,60.966,0.427,19.414,3.759,35.069,14.483,16.517
3162,2012,0.107,52.179,67.357,0.343,18.607,2.0,34.643,10.893,17.214
3163,2012,0.879,76.242,45.667,0.476,14.788,4.909,41.424,18.97,13.758
3164,2012,0.613,62.032,59.129,0.374,20.194,2.839,41.548,12.0,17.935
3165,2012,0.385,55.038,60.423,0.394,17.115,2.923,34.0,12.654,13.615
3166,2012,0.625,60.5,56.594,0.401,15.406,3.406,35.719,13.281,15.094
3167,2012,0.214,68.893,80.536,0.378,14.286,1.821,31.143,13.25,14.536
3168,2012,0.367,61.0,61.3,0.359,17.533,2.733,39.067,12.167,18.2
3169,2012,0.567,64.467,63.3,0.38,18.867,4.367,41.733,13.0,17.5
3170,2012,0.4,70.8,78.367,0.375,19.867,4.5,40.867,17.433,15.867
3171,2012,0.185,53.148,66.222,0.358,21.37,4.852,35.815,10.556,15.444
3172,2012,0.71,63.29,55.903,0.408,17.903,4.742,40.452,12.452,14.0
3173,2012,0.793,70.655,59.655,0.394,16.103,4.069,41.483,15.966,18.103
3174,2012,0.968,71.806,54.968,0.452,13.548,3.903,42.71,14.613,12.903
3175,2012,0.179,54.643,68.357,0.345,19.0,2.821,34.857,8.429,18.536
3176,2012,0.613,60.484,57.806,0.415,16.161,3.0,35.387,14.258,14.71
3177,2012,0.688,73.188,66.188,0.438,16.562,3.781,36.812,16.406,15.688
3178,2012,0.613,65.355,61.0,0.428,15.742,2.548,38.452,14.226,15.581
3179,2012,0.545,59.364,59.818,0.422,17.545,2.212,37.091,12.333,14.909
3180,2012,0.581,60.032,54.355,0.412,12.806,2.226,33.742,13.871,15.323
3181,2012,0.828,74.448,54.862,0.469,17.345,6.069,40.724,16.345,14.724
3182,2012,0.645,67.71,58.774,0.415,15.0,3.226,36.806,15.419,16.065
3183,2012,0.714,70.714,62.143,0.422,15.714,3.214,42.036,14.036,14.964
3184,2012,0.429,63.286,64.964,0.385,18.143,3.536,39.679,11.714,18.393
3185,2012,0.733,68.033,57.967,0.405,17.067,3.167,40.6,13.467,16.0
3186,2012,0.5,66.536,64.714,0.395,17.607,4.107,37.464,15.429,17.107
3187,2012,0.345,56.414,61.172,0.366,19.207,3.31,37.828,13.379,17.138
3188,2012,0.621,63.897,62.448,0.397,16.345,1.448,37.0,14.31,16.069
3189,2012,0.5,61.143,64.357,0.391,17.857,4.429,37.321,12.107,17.0
3190,2012,0.267,66.1,71.5,0.374,17.833,3.733,42.467,11.433,18.4
3191,2012,0.167,53.533,63.567,0.359,18.267,3.1,36.733,12.1,14.267
3192,2012,0.419,58.097,62.194,0.357,19.774,4.968,40.742,8.645,17.032
3193,2012,0.767,55.333,51.933,0.403,13.633,3.367,33.433,11.733,13.3
3194,2012,0.556,56.222,58.778,0.389,19.259,1.926,36.593,9.556,14.037
3195,2012,0.933,73.7,53.5,0.437,13.8,3.3,34.833,16.4,15.067
3196,2012,0.613,67.774,60.129,0.407,17.161,4.258,42.548,13.903,16.742
3197,2012,0.733,70.367,62.167,0.398,18.467,3.267,44.433,13.233,17.3
3198,2012,0.667,63.733,56.967,0.436,15.933,4.667,36.267,12.633,14.9
3199,2012,0.452,67.29,63.484,0.451,20.258,3.774,40.677,12.839,15.516
3200,2012,0.407,51.926,54.037,0.359,15.704,2.407,34.556,11.481,13.704
3201,2012,0.848,75.485,62.212,0.42,14.636,1.697,37.606,16.545,16.242
3202,2012,0.484,61.065,63.935,0.365,18.71,3.774,40.452,11.226,16.419
3203,2012,0.379,58.483,59.931,0.382,14.241,2.345,34.448,12.172,14.552
3204,2012,0.241,50.966,59.724,0.354,19.034,2.552,35.0,9.793,15.414
3205,2012,0.138,50.828,69.724,0.323,21.931,3.0,38.483,8.448,17.931
3206,2012,0.484,63.194,62.581,0.393,14.581,4.194,38.645,12.548,15.548
3207,2012,0.733,60.233,51.933,0.349,15.767,3.367,39.6,12.3,18.5
3208,2012,0.724,68.414,57.586,0.428,14.931,2.207,39.034,12.931,16.345
3209,2012,0.267,61.767,70.267,0.38,20.433,5.067,41.1,11.1,18.7
3210,2012,0.75,70.719,59.0,0.439,17.062,3.75,39.406,16.0,17.312
3211,2012,0.839,75.548,61.903,0.444,14.71,3.645,42.161,17.258,15.613
3212,2012,0.483,59.828,63.586,0.365,20.517,2.586,41.552,9.828,18.517
3213,2012,,,,,,,,,
3214,2012,0.862,66.069,47.345,0.374,13.897,4.103,42.414,12.897,16.586
3215,2012,,,,,,,,,
3216,2012,0.613,56.355,54.581,0.388,15.452,1.774,33.742,13.387,14.677
3217,2012,0.607,65.107,62.75,0.406,16.643,3.036,40.107,13.071,13.036
3218,2012,0.345,58.828,67.586,0.373,18.793,3.724,39.483,10.69,13.828
3219,2012,0.625,69.25,63.375,0.404,17.844,5.312,40.844,13.625,15.875
3220,2012,0.633,75.0,72.733,0.404,17.767,3.2,42.7,13.4,18.833
3221,2012,0.533,62.967,64.167,0.414,16.3,2.1,37.0,16.867,13.667
3222,2012,0.103,52.931,70.621,0.326,17.655,3.207,37.483,7.966,17.345
3223,2012,,,,,,,,,
3224,2012,0.75,58.781,52.844,0.364,12.969,2.25,36.062,11.875,14.969
3225,2012,0.333,61.4,68.433,0.39,17.533,3.833,37.667,11.733,15.4
3226,2012,0.759,60.931,57.276,0.373,16.897,3.241,40.586,12.414,16.345
3227,2012,0.552,62.414,59.621,0.41,16.138,2.621,37.828,12.655,15.655
3228,2012,0.357,63.143,66.321,0.405,18.607,5.143,36.536,12.607,18.071
3229,2012,0.6,68.033,63.967,0.418,14.3,3.033,37.3,12.633,15.033
3230,2012,,,,,,,,,
3231,2012,0.2,57.6,69.033,0.348,19.133,4.133,41.167,10.067,17.033
3232,2012,0.467,60.367,63.4,0.389,17.767,3.433,35.967,12.6,17.3
3233,2012,0.419,62.935,67.839,0.374,16.194,3.29,37.581,13.065,16.581
3234,2012,0.633,71.267,65.267,0.415,16.067,4.633,40.0,16.533,15.833
3235,2012,0.6,62.9,56.8,0.39,15.5,2.6,39.267,14.5,14.467
3236,2012,0.276,61.207,71.103,0.375,15.724,2.207,31.379,9.138,19.517
3237,2012,0.367,58.4,61.067,0.369,17.167,3.6,36.567,12.0,17.1
3238,2012,0.385,56.192,57.462,0.39,18.462,4.231,38.077,11.269,15.5
3239,2012,0.355,63.0,68.613,0.347,17.516,3.194,41.677,10.71,16.613
3240,2012,0.111,56.556,73.556,0.37,22.519,3.296,40.333,10.963,17.037
3241,2012,0.774,62.839,55.871,0.364,15.0,4.548,44.516,11.839,17.097
3242,2012,0.6,68.6,63.133,0.455,16.1,4.367,36.233,15.0,15.4
3243,2012,0.594,57.781,56.688,0.383,14.469,2.844,34.719,12.406,16.188
3244,2012,0.452,62.742,65.452,0.384,19.129,3.903,40.065,13.419,17.452
3245,2012,0.222,57.333,70.111,0.4,21.074,2.37,32.593,12.852,16.333
3246,2012,0.8,74.367,58.967,0.4,17.4,3.7,38.933,12.267,19.833
3247,2012,0.452,58.613,61.613,0.383,16.065,3.258,36.032,10.032,15.645
3248,2012,0.241,53.276,61.138,0.358,18.138,6.207,40.069,12.069,15.207
3249,2012,0.483,57.966,63.276,0.356,18.483,2.241,36.103,10.207,15.586
3250,2012,0.552,59.552,58.862,0.37,18.793,3.0,39.31,13.345,13.931
3251,2012,0.724,68.966,58.138,0.434,20.586,5.034,46.276,12.828,14.897
3252,2012,0.207,58.586,71.828,0.364,21.103,2.0,38.0,10.034,18.759
3253,2012,0.438,59.688,65.188,0.377,20.469,2.594,35.969,12.875,17.062
3254,2012,0.677,62.677,57.871,0.408,16.645,3.097,39.677,13.806,15.0
3255,2012,0.241,55.103,69.517,0.344,19.586,3.931,35.862,10.897,17.207
3256,2012,0.531,66.594,66.25,0.412,16.594,2.781,38.156,14.75,18.156
3257,2012,0.71,68.903,60.806,0.417,18.161,4.29,40.484,12.484,16.645
3258,2012,0.267,58.033,68.667,0.367,15.567,3.067,35.467,10.467,15.1
3259,2012,0.433,58.333,59.933,0.381,17.7,2.933,34.6,11.6,16.767
3260,2012,0.414,65.621,66.828,0.418,16.759,4.897,35.931,14.379,15.793
3261,2012,0.688,61.594,52.969,0.438,19.688,4.406,38.812,13.438,15.844
3262,2012,,,,,,,,,
3263,2012,0.233,51.467,62.533,0.366,20.3,2.367,38.533,9.9,15.567
3264,2012,0.5,55.6,53.833,0.389,16.667,2.433,29.867,13.467,12.833
3265,2012,0.781,64.75,54.969,0.419,13.906,4.062,35.219,15.344,12.938
3266,2012,0.433,57.5,61.1,0.397,21.067,3.533,36.533,13.7,16.333
3267,2012,0.517,59.655,56.345,0.376,18.586,3.0,40.31,11.345,18.345
3268,2012,0.903,78.903,59.677,0.473,16.484,4.839,46.161,17.097,15.129
3269,2012,0.276,57.552,65.586,0.399,18.586,2.966,35.138,15.276,16.241
3270,2012,0.786,64.75,54.607,0.373,13.036,1.179,40.393,10.071,17.25
3271,2012,0.393,51.607,53.929,0.332,19.75,4.929,42.25,9.893,16.571
3272,2012,0.774,69.065,59.097,0.412,15.806,2.968,42.806,14.419,16.742
3273,2012,0.207,59.655,75.828,0.351,18.793,3.828,36.448,10.586,21.483
3274,2012,0.821,77.071,57.0,0.42,17.321,4.179,44.0,15.75,15.571
3275,2012,0.7,68.6,63.433,0.406,16.7,4.3,40.467,12.7,15.867
3276,2012,0.667,63.8,58.0,0.417,13.533,3.367,33.933,13.433,12.367
3277,2012,0.645,67.419,59.677,0.421,16.226,3.065,39.903,14.194,16.548
3278,2012,0.484,65.677,62.355,0.402,16.871,3.097,41.645,10.742,17.484
3279,2012,0.414,57.931,62.552,0.368,18.862,3.483,39.966,12.138,15.034
3280,2012,0.381,56.143,63.476,0.357,18.333,4.19,38.952,9.952,17.0
3281,2012,0.419,61.097,63.839,0.396,16.806,5.742,37.129,13.097,16.355
3282,2012,0.633,71.233,66.033,0.405,16.133,3.7,40.5,14.467,19.867
3283,2012,0.733,72.7,65.2,0.418,16.667,3.233,41.867,15.6,18.067
3284,2012,0.581,61.0,61.645,0.378,17.774,3.258,38.742,13.355,16.71
3285,2012,0.5,61.393,59.321,0.363,14.429,4.607,39.964,13.286,15.179
3286,2012,0.607,67.107,64.286,0.4,16.464,2.893,41.214,14.5,16.179
3287,2012,0.321,64.679,71.393,0.355,17.143,3.107,36.893,11.857,21.0
3288,2012,0.172,62.241,74.276,0.358,17.414,2.828,37.621,11.931,16.724
3289,2012,,,,,,,,,
3290,2012,0.556,64.407,63.074,0.382,18.667,3.074,37.333,11.889,19.111
3291,2012,0.467,58.3,61.1,0.367,16.133,1.833,32.433,13.1,16.8
3292,2012,0.839,67.645,56.452,0.428,17.129,2.452,36.29,14.452,15.903
3293,2012,0.4,68.033,74.367,0.361,15.233,2.8,39.067,11.3,18.0
3294,2012,0.621,58.931,57.793,0.41,18.0,2.552,37.828,12.069,14.345
3295,2012,0.31,59.276,67.828,0.373,17.862,3.966,39.345,12.0,15.0
3296,2012,0.452,56.71,59.484,0.381,17.452,1.484,37.774,11.581,16.742
3297,2012,,,,,,,,,
3298,2012,0.567,55.967,52.4,0.398,14.533,2.3,37.567,13.067,11.667
3299,2012,0.444,67.37,67.963,0.386,21.148,2.481,42.259,13.111,17.0
3300,2012,0.037,47.444,70.0,0.358,26.074,2.37,32.037,8.667,15.222
3301,2012,0.545,67.394,64.545,0.383,18.636,3.576,42.03,13.061,17.091
3302,2012,,,,,,,,,
3303,2012,,,,,,,,,
3304,2012,0.75,72.094,61.938,0.391,16.594,3.0,42.312,13.469,16.094
3305,2012,0.207,66.69,75.276,0.414,19.828,4.345,38.69,13.966,16.69
3306,2012,0.536,58.25,60.143,0.369,16.5,2.357,37.75,12.071,15.714
3307,2012,0.333,54.267,57.4,0.394,17.4,5.267,35.333,13.167,14.833
3308,2012,0.172,53.517,63.621,0.374,19.655,2.276,36.517,10.483,16.345
3309,2012,,,,,,,,,
3310,2012,0.406,55.594,60.938,0.38,18.438,2.75,33.5,11.625,16.5
3311,2012,0.444,65.63,67.926,0.395,15.037,2.852,34.667,12.296,15.519
3312,2012,0.433,57.633,59.733,0.383,16.067,5.467,35.933,11.9,16.933
3313,2012,0.37,62.111,67.481,0.39,19.259,2.0,40.667,12.556,17.63
3314,2012,0.645,69.387,59.903,0.415,20.129,6.161,42.548,14.871,15.065
3315,2012,0.643,66.25,58.5,0.394,18.071,4.429,42.571,13.929,16.857
3316,2012,0.433,56.533,61.4,0.389,20.133,2.833,39.433,11.033,15.267
3317,2012,0.484,60.581,57.742,0.382,20.065,2.355,41.032,10.742,18.742
3318,2012,0.267,62.633,68.9,0.4,17.5,3.1,34.3,13.033,16.033
3319,2012,0.286,66.0,71.607,0.399,19.464,3.679,38.321,14.286,19.464
3320,2012,0.533,64.067,64.0,0.384,14.333,3.567,35.167,12.033,15.433
3321,2012,0.448,63.931,68.069,0.395,17.862,4.379,38.103,16.034,17.0
3322,2012,0.12,63.16,74.24,0.393,19.72,4.88,38.72,12.72,18.76
3323,2012,0.909,79.576,52.061,0.473,16.333,4.333,40.909,17.939,16.364
3324,2012,0.37,56.37,60.889,0.375,16.074,5.259,37.667,13.444,12.704
3325,2012,0.438,59.281,60.125,0.364,16.969,1.969,35.688,11.656,14.375
3326,2012,0.8,75.7,63.1,0.464,13.767,5.533,37.333,15.867,14.3
3327,2012,,,,,,,,,
3328,2012,0.625,70.312,65.5,0.421,17.281,4.094,40.438,14.188,17.938
3329,2012,0.571,65.036,59.5,0.386,14.071,3.571,41.5,13.929,16.964
3330,2012,0.344,62.625,70.5,0.384,18.531,3.344,39.156,14.312,16.5
3331,2012,0.655,72.897,66.724,0.424,17.345,2.966,36.759,15.31,18.586
3332,2012,0.484,71.0,74.839,0.371,16.613,4.355,42.032,11.903,14.226
3333,2012,0.571,64.107,60.357,0.417,15.393,5.571,38.643,13.286,14.0
3334,2012,0.567,68.767,66.667,0.395,18.5,3.733,40.1,13.033,18.467
3335,2012,0.464,54.107,57.5,0.348,16.25,2.893,35.786,11.571,15.357
3336,2012,0.793,75.379,61.138,0.432,14.448,4.034,43.103,12.931,17.966
3337,2012,0.483,59.897,64.0,0.357,15.034,2.207,33.103,9.552,16.724
3338,2012,0.267,56.8,69.2,0.368,19.833,3.333,37.667,9.433,15.867
3339,2012,0.375,64.0,68.812,0.392,18.188,2.656,35.938,12.594,16.906
3340,2012,0.481,68.37,70.444,0.402,15.963,3.148,38.111,13.185,16.037
3341,2012,0.464,59.929,61.714,0.382,16.929,2.679,35.0,11.25,16.571
3342,2012,0.423,52.846,58.154,0.388,17.462,3.154,31.115,11.115,14.615
3343,2012,0.857,72.321,52.821,0.431,16.536,3.893,44.071,13.929,15.571
3344,2012,0.433,54.767,59.433,0.352,15.5,3.167,37.367,11.433,17.4
3345,2012,0.742,65.419,58.355,0.398,17.097,5.226,39.613,14.097,17.581
3346,2012,0.759,68.172,61.862,0.385,17.034,4.414,42.69,14.586,17.103
3347,2012,0.483,64.966,65.862,0.392,17.379,3.069,38.069,11.966,19.69
3348,2012,0.034,49.172,66.31,0.368,18.931,1.586,31.862,10.103,15.621
3349,2012,0.516,59.774,56.903,0.336,16.71,3.581,42.935,11.806,16.0
3350,2012,0.733,67.833,60.033,0.435,17.067,2.8,38.233,15.6,16.067
3351,2012,0.379,56.379,60.759,0.35,17.414,3.0,38.724,10.552,15.586
3352,2012,0.581,68.355,63.226,0.397,19.226,4.355,42.065,12.677,17.774
3353,2012,0.7,60.233,54.633,0.405,16.633,4.133,38.033,12.767,18.1
3354,2012,0.407,60.037,67.778,0.39,19.0,2.259,35.37,11.444,17.519
3355,2012,0.742,67.968,58.452,0.42,16.355,2.484,39.387,13.677,16.645
3356,2012,0.267,62.867,69.833,0.376,19.9,4.633,39.2,10.367,21.333
3357,2012,0.781,64.844,56.938,0.41,16.438,2.719,37.062,15.344,14.781
3358,2012,0.577,61.692,59.154,0.355,16.654,5.077,44.962,13.885,16.846
3359,2012,0.645,60.452,56.677,0.422,15.29,2.484,30.935,13.484,14.355
3360,2012,0.724,65.724,55.621,0.415,15.345,3.414,40.793,11.138,16.103
3361,2012,0.806,65.581,54.129,0.402,14.774,4.806,40.323,11.774,17.645
3362,2012,0.167,61.733,71.533,0.367,16.267,4.2,35.967,10.233,16.133
3363,2012,0.367,64.433,68.967,0.392,18.9,2.333,40.267,12.3,17.1
3364,2012,0.531,53.562,51.594,0.397,14.875,1.875,36.438,11.969,15.188
3365,2012,0.4,66.167,70.767,0.407,16.633,2.4,35.5,13.367,17.567
3366,2012,0.269,49.154,58.0,0.331,19.5,4.538,35.885,8.154,19.269
3367,2012,0.31,60.379,71.276,0.373,19.172,2.103,35.621,11.621,17.241
3368,2012,0.308,61.423,67.462,0.379,17.538,2.385,38.538,11.115,17.385
3369,2012,0.214,52.036,64.464,0.341,18.286,2.179,37.25,10.714,16.607
3370,2012,0.621,71.759,64.552,0.441,19.241,1.483,40.655,16.034,16.207
3371,2012,0.258,54.548,61.161,0.362,15.645,3.226,35.903,9.161,18.29
3372,2012,0.7,64.1,60.4,0.385,17.733,3.6,39.6,12.967,18.833
3373,2012,0.414,57.724,60.517,0.377,17.69,2.138,34.483,11.241,16.69
3374,2012,0.452,59.258,59.516,0.386,18.194,2.613,37.71,13.065,15.806
3375,2012,0.556,58.185,52.704,0.345,15.926,1.889,40.519,8.667,16.259
3376,2012,0.719,60.344,50.469,0.393,14.312,3.844,38.031,10.875,15.281
3377,2012,0.731,61.385,54.962,0.392,12.654,7.5,35.0,13.308,13.731
3378,2012,0.531,63.344,61.531,0.362,15.875,3.969,38.156,12.469,19.094
3379,2012,0.4,61.333,66.933,0.405,20.4,3.333,36.433,13.3,17.667
3380,2012,0.458,57.0,59.083,0.366,18.583,4.167,37.75,9.292,17.917
3381,2012,0.179,58.393,71.107,0.365,22.179,2.464,40.393,10.536,20.536
3382,2012,0.906,64.438,53.062,0.419,11.938,1.875,36.188,10.469,13.969
3383,2012,0.138,48.414,58.966,0.383,21.31,1.69,32.034,11.207,17.414
3384,2012,0.467,65.233,70.067,0.376,19.433,1.767,38.3,13.0,19.633
3385,2012,0.71,61.355,55.065,0.414,14.0,4.161,36.774,11.613,14.387
3386,2012,0.667,64.867,60.533,0.421,12.667,3.8,35.667,13.467,16.2
3387,2012,0.31,57.828,62.966,0.377,17.414,2.276,40.069,12.034,16.586
3388,2012,0.667,65.7,63.867,0.404,20.8,1.733,41.933,11.067,17.433
3389,2012,0.167,54.2,64.1,0.333,18.767,3.8,39.333,9.9,18.533
3390,2012,0.969,76.938,54.719,0.455,12.812,4.562,44.625,16.719,13.875
3391,2012,0.688,67.562,63.25,0.399,15.875,3.375,37.656,11.844,14.781
3392,2012,0.138,43.0,55.448,0.309,15.31,1.621,33.793,8.793,15.379
3393,2012,0.562,68.312,62.281,0.376,18.25,4.844,45.906,12.75,15.312
3394,2012,0.31,60.897,67.586,0.37,18.966,3.31,41.897,11.966,17.379
3395,2012,0.533,60.1,56.467,0.379,16.467,5.967,37.067,12.567,15.533
3396,2012,0.7,65.367,55.833,0.414,14.233,3.967,37.6,14.367,15.133
3397,2012,0.733,74.933,61.133,0.448,15.267,4.5,42.133,15.0,14.9
3398,2012,0.286,67.679,76.357,0.362,18.0,3.286,43.714,12.679,20.5
3399,2012,0.5,65.344,65.0,0.402,16.344,3.25,38.0,11.875,20.062
3400,2012,0.581,67.742,62.581,0.406,16.581,6.097,40.581,13.839,17.581
3401,2012,0.688,67.812,59.844,0.421,14.844,4.469,38.688,14.375,17.438
3402,2012,0.481,65.37,69.815,0.369,16.481,2.074,39.148,11.481,17.148
3403,2012,0.594,66.906,59.438,0.385,15.781,3.875,41.562,12.562,17.156
3404,2012,0.742,81.097,68.935,0.437,12.484,3.0,38.323,17.839,15.097
3405,2012,0.7,63.133,56.867,0.428,19.0,3.233,38.067,14.467,14.667
3406,2012,0.533,57.6,63.2,0.371,16.933,2.967,38.7,9.933,14.833
3407,2012,0.074,49.741,65.0,0.356,19.222,2.148,33.407,9.37,15.111
3408,2012,0.69,61.069,54.0,0.401,18.034,4.724,39.241,14.414,14.931
3409,2012,0.444,59.481,59.296,0.37,18.148,2.593,40.815,10.407,17.0
3410,2012,0.37,52.704,61.0,0.341,18.593,3.037,37.704,11.222,16.63
3411,2012,0.217,48.478,62.826,0.317,21.652,3.522,36.522,7.478,17.913
3412,2012,0.633,55.0,49.1,0.345,14.7,4.667,36.633,10.133,16.233
3413,2012,0.586,61.552,61.379,0.382,15.966,1.69,32.379,13.379,17.793
3414,2012,0.433,64.567,68.467,0.402,19.733,3.267,37.833,13.567,16.6
3415,2012,0.172,55.138,66.931,0.373,20.034,3.448,36.069,10.793,15.586
3416,2012,0.407,54.185,59.556,0.353,19.333,1.889,43.222,10.852,15.667
3417,2012,0.467,62.1,62.767,0.393,16.567,3.433,37.9,12.3,17.333
3418,2012,0.222,51.37,66.667,0.355,18.963,2.296,32.815,8.852,14.556
3419,2012,0.3,59.933,65.6,0.358,18.633,4.3,40.5,11.733,17.833
3420,2012,0.548,60.323,58.71,0.389,14.032,2.645,35.29,12.387,14.581
3421,2012,0.148,62.519,75.667,0.383,18.926,1.963,38.519,11.741,17.926
3422,2012,0.138,49.586,63.586,0.334,16.379,2.966,34.724,9.069,15.103
3423,2012,0.625,63.062,65.406,0.396,17.812,2.281,35.844,13.562,16.75
3424,2012,0.71,62.581,57.032,0.381,17.194,4.419,40.677,12.194,15.355
3425,2012,0.6,64.0,60.733,0.371,14.667,4.1,41.567,12.267,16.3
3426,2012,0.192,55.577,67.692,0.361,22.115,2.538,39.038,10.154,19.231
3427,2012,0.276,56.828,62.31,0.344,19.345,4.759,39.379,9.138,20.586
3428,2012,0.5,58.733,55.8,0.4,14.067,4.167,36.733,12.0,15.067
3429,2012,0.69,72.483,66.724,0.436,16.138,3.828,34.69,15.31,14.931
3430,2012,0.483,58.966,61.483,0.372,18.552,3.103,40.034,12.241,16.483
3431,2012,0.906,67.25,53.219,0.407,16.156,6.031,44.125,14.812,16.094
3432,2012,,,,,,,,,
3433,2012,0.533,65.467,64.9,0.408,15.933,3.133,41.067,12.167,16.267
3434,2012,0.31,51.483,57.034,0.367,17.586,0.931,35.931,10.483,13.345
3435,2012,0.71,71.903,60.871,0.464,17.323,4.032,38.387,15.419,16.29
3436,2012,0.321,58.821,62.071,0.343,18.5,2.607,41.286,12.357,19.429
3437,2012,0.533,57.367,56.533,0.387,12.033,2.933,32.4,13.667,13.067
3438,2012,0.688,63.156,53.469,0.38,14.094,2.688,36.25,11.781,15.125
3439,2012,0.207,52.172,63.276,0.344,15.552,2.552,34.414,10.586,17.517
3440,2012,,,,,,,,,
3441,2012,0.452,52.548,56.484,0.355,17.968,3.484,34.645,8.452,16.452
3442,2012,0.333,65.259,76.111,0.369,15.63,2.074,35.815,13.593,16.259
3443,2012,0.276,56.241,61.931,0.373,21.345,3.483,41.414,10.103,15.897
3444,2012,0.276,62.207,71.276,0.376,21.862,3.103,37.276,11.517,19.241
3445,2012,,,,,,,,,
3446,2012,,,,,,,,,
3447,2012,0.069,53.31,68.69,0.367,22.759,3.931,36.897,12.172,18.759
3448,2012,0.594,68.906,62.906,0.4,17.656,3.562,40.344,13.938,19.0
3449,2012,0.567,63.567,60.233,0.397,17.7,3.633,41.9,10.733,16.967
3450,2012,0.394,60.273,61.091,0.365,15.303,2.606,38.394,13.061,17.424
3451,2012,0.069,61.897,73.31,0.378,17.862,2.345,37.138,12.517,16.793
3452,2012,0.719,63.937,51.312,0.401,17.938,4.531,42.438,13.688,18.188
3453,2012,0.967,74.733,54.767,0.455,15.633,2.367,34.567,17.767,18.233
3454,2012,0.31,58.241,65.655,0.387,17.276,2.517,33.69,11.793,15.931
3455,2012,0.613,63.71,57.968,0.445,16.742,3.387,34.71,12.355,16.935
3456,2012,0.31,68.172,71.621,0.411,16.897,2.517,35.931,15.379,15.69
3457,2012,0.6,70.233,64.733,0.39,15.233,1.467,43.567,13.0,13.467
3458,2012,0.31,59.276,66.483,0.398,17.241,2.379,32.966,11.655,14.897
3459,2012,0.379,58.241,61.828,0.395,21.0,3.448,36.172,11.448,16.759
3460,2012,0.645,69.387,64.742,0.393,15.29,1.935,44.161,13.194,15.452
3461,2012,0.346,57.462,59.115,0.394,14.385,3.115,35.615,11.808,13.308
3462,2012,0.296,58.704,64.704,0.4,18.259,2.815,38.63,12.148,16.593
3463,2012,0.556,65.037,65.074,0.372,16.074,2.926,35.889,13.778,16.444
3464,2012,0.345,64.448,67.103,0.384,16.897,1.414,33.517,13.379,16.69
3465,2012,,,,,,,,,
3466,2012,,,,,,,,,
3101,2013,,,,,,,,,
3102,2013,0.133,56.567,71.633,0.364,21.067,1.467,38.9,13.333,20.367
3103,2013,0.733,75.6,68.233,0.432,15.6,3.133,39.567,17.867,13.267
3104,2013,0.433,65.4,69.8,0.341,15.633,3.567,39.633,11.4,18.267
3105,2013,0.286,57.536,64.571,0.37,18.786,3.464,37.893,9.571,18.786
3106,2013,0.25,54.607,64.179,0.339,21.071,4.25,40.536,9.0,21.536
3107,2013,0.9,67.333,48.967,0.449,16.933,2.733,40.967,15.133,16.433
3108,2013,0.071,48.964,62.0,0.323,19.429,2.679,31.321,8.25,19.643
3109,2013,,,,,,,,,
3110,2013,0.517,56.862,57.655,0.385,15.862,2.828,33.759,12.345,15.207
3111,2013,0.655,68.241,58.828,0.422,19.621,4.034,40.69,15.172,19.414
3112,2013,0.4,62.5,65.767,0.364,18.567,3.033,39.033,12.633,15.033
3113,2013,0.419,58.871,59.774,0.387,17.258,3.355,37.935,13.161,17.903
3114,2013,0.75,62.844,52.562,0.425,15.688,5.031,39.688,13.5,18.281
3115,2013,0.379,57.552,64.276,0.344,20.379,2.345,37.966,9.138,19.517
3116,2013,0.633,67.667,57.167,0.408,15.3,4.067,39.1,15.433,16.467
3117,2013,0.5,61.4,60.367,0.429,17.767,2.633,35.033,10.8,15.167
3118,2013,,,,,,,,,
3119,2013,0.724,57.0,51.517,0.369,13.655,4.31,38.828,9.276,15.241
3120,2013,0.533,65.567,61.3,0.427,17.333,4.667,37.767,15.633,16.667
3121,2013,,,,,,,,,
3122,2013,0.231,60.5,70.538,0.378,17.269,2.0,34.538,11.962,17.769
3123,2013,0.483,59.483,59.483,0.374,17.172,2.69,36.517,11.655,16.793
3124,2013,0.969,80.875,54.0,0.515,13.281,6.75,43.094,21.844,11.906
3125,2013,0.581,61.032,56.903,0.39,13.935,4.032,37.194,12.839,17.581
3126,2013,0.37,51.667,57.926,0.345,21.037,3.296,38.222,7.926,18.481
